Gene,func,WG_Mut_BF,WG_WT_BF,group,pool_group
MYO1E,Other,-6.826,-8.27,Normal,none
MYO1F,Other,-5.232,-5.387,Normal,none
MYO1G,Other,-1.368,-4.173,Normal,none
MYO1H,Other,-7.152,-8.2085,Normal,none
MYO3A,Other,-8.266,-8.5475,Normal,none
MYO3B,Other,-9.034,-9.0305,Normal,none
MYO5A,Other,-7.671,-6.7,Normal,none
MYO5B,Other,-5.421,-7.775,Normal,none
MYO5C,Other,-4.933,-7.176,Normal,none
MYO6,Other,-7.365,-11.1165,Normal,none
MYO7A,Other,-4.803,-4.593,Normal,none
MYO7B,Other,-11.988,-7.1635,Normal,none
MYO9A,Other,-8.151,-10.046,Normal,none
MYO9B,Other,-5.774,-6.1285,Normal,none
MYOC,Other,-10.592,-10.4165,Normal,none
MYOCD,Other,-10.141,-2.2225,Enriched,bagel
MYOD1,Other,-4.607,-8.6085,Normal,none
MYOF,Other,-9.268,-9.051,Normal,none
MYOG,Other,-8.734,-9.6585,Normal,none
MYOM1,Other,-7.676,-10.294,Normal,none
MYOM2,Other,-7.343,-7.792,Normal,none
MYOM3,Other,-3.677,-5.1285,Normal,none
MYOT,Other,-6.638,-8.4025,Normal,none
MYOZ1,Other,-11.431,-8.8135,Normal,none
MYOZ2,Other,-8.995,-8.8025,Normal,none
MYOZ3,Other,-0.323,0.925,Normal,none
MYPN,Other,-6.873,-10.3225,Normal,none
MYPOP,Other,-6.758,-2.0465,Normal,none
MYRF,Other,-4.591,-0.6485,Normal,none
MYRFL,Other,-6.601,-8.4175,Normal,none
MYRIP,Other,-4.831,-2.434,Normal,none
MYSM1,Other,17.072,9.9495,Normal,none
MYT1,Other,-9.895,-9.7345,Normal,none
MYT1L,Other,-8.681,-8.7815,Normal,none
MZB1,Other,-6.491,-3.929,Normal,none
MZF1,Other,-6.306,-8.87,Normal,none
MZT1,Other,12.925,14.01,Normal,LFC
MZT2A,Other,-6.326,-2.067,Normal,none
MZT2B,Other,-0.85,-8.445,Normal,none
N4BP1,Other,-5.231,-7.931,Normal,none
N4BP2,Other,-7.917,-8.4895,Normal,none
N4BP2L1,Other,-7.016,-9.039,Normal,none
N4BP2L2,Other,-9.265,-9.0335,Normal,none
N4BP3,Other,-9.38,-9.6225,Normal,none
N6AMT1,Other,24.158,15.554,Depleted,bagel
NAA11,Other,-6.828,-10.398,Normal,none
NAA15,Other,11.031,14.2645,Normal,LFC
NAA16,Other,-7.783,-8.6455,Normal,none
NAA20,Other,5.587,4.8305,Normal,none
NAA25,Other,15.993,11.3095,Normal,none
NAA30,Other,16.382,4.4765,Depleted,bagel
NAA35,Other,3.446,4.3995,Normal,none
NAA38,Other,-0.23,-6.794,Normal,none
NAA40,Other,0.354,-0.8305,Normal,none
NAA50,CEG,20.556,14.3335,Normal,none
NAA60,Other,-9.221,-10.777,Normal,none
NAAA,Other,-7.047,-9.7315,Normal,none
NAALAD2,Other,-9.523,-11.0395,Normal,none
NAALADL1,Other,-9.793,-6.8405,Normal,none
NAALADL2,Other,-7.995,-7.6255,Normal,none
NAB1,Other,2.438,-1.7975,Normal,none
NAB2,Other,-11.069,-9.193,Normal,none
NABP1,Other,-5.767,-3.1925,Normal,none
NABP2,Other,17.35,0.4765,Depleted,both
NACA,Other,17.999,11.4045,Normal,none
NACA2,Other,2.234,-0.557,Normal,none
NACAD,Other,-4.908,1.406,Normal,none
NACC1,Other,7.841,2.9015,Normal,none
NACC2,Other,-6.599,-8.8785,Normal,none
NADK,Other,-0.675,-5.6015,Normal,none
NADK2,Other,8.693,-4.57,Depleted,both
NADSYN1,Other,-4.352,-5.0295,Normal,none
NAE1,Other,10.937,11.9945,Normal,LFC
NAF1,Other,18.189,9.3715,Depleted,bagel
NAGA,Other,-6.697,-8.292,Normal,none
NAGK,Other,-7.484,-7.7435,Normal,none
NAGLU,Other,-8.014,-1.9875,Normal,none
NAGPA,Other,-7.476,-7.1745,Normal,none
NAGS,Other,-10.253,-11.675,Normal,none
NAIF1,Other,-3.795,-7.062,Normal,none
NAIP,Other,-4.718,-10.2465,Normal,none
NALCN,Other,-8.673,-8.154,Normal,none
NAMPT,CEG,-5.684,-4.2165,Normal,none
NANOG,Other,21.399,10.515,Depleted,bagel
NANOGNB,NEG,-8.965,-8.497,Normal,none
NANOS1,Other,-5.291,-7.813,Normal,none
NANOS2,NEG,-10.373,-7.8675,Normal,none
NANOS3,Other,-8.237,-6.054,Normal,none
NANP,Other,-10.092,-10.4205,Normal,none
NANS,Other,-8.67,-8.191,Normal,none
NAP1L1,Other,-10.53,-9.231,Normal,none
NAP1L2,Other,-8.922,-11.145,Normal,none
NAP1L3,Other,-2.435,-1.089,Normal,none
NAP1L4,Other,-9.299,-9.5035,Normal,none
NAP1L5,Other,-9.927,-9.697,Normal,none
NAPA,CEG,12.883,11.601,Normal,none
NAPB,Other,-9.949,-8.012,Normal,none
NAPEPLD,Other,-4.525,-7.063,Normal,none
NAPG,Other,12.648,7.0185,Normal,none
NAPRT,Other,-9.399,-9.3545,Normal,none
NAPSA,Other,-4.967,-2.323,Normal,none
NARF,Other,-9.282,-10.608,Normal,none
NARFL,Other,14.851,11.2815,Normal,none
NARR,Other,-2.667,3.556,Normal,LFC
NARS,CEG,18.389,10.9435,Normal,none
NARS2,Other,6.624,13.851,Normal,LFC
NASP,Other,-1.364,6.474,Enriched,both
NAT1,Other,-6.656,-8.3685,Normal,none
NAT10,CEG,11.124,13.0075,Normal,LFC
NAT14,Other,-4.998,-6.723,Normal,none
NAT16,Other,-7.765,-9.271,Normal,none
NAT2,Other,-6.888,-9.135,Normal,none
NAT6,Other,-6.883,-4.193,Normal,none
NAT8,Other,-4.722,-8.9925,Normal,none
NAT8B,Other,-5.73,-10.3565,Normal,none
NAT8L,Other,-8.402,-4.164,Normal,none
NAT9,Other,-10.421,-7.751,Normal,none
NATD1,Other,-8.271,-9.477,Normal,none
NAV1,Other,-10.469,-4.2205,Normal,none
NAV2,Other,-5.559,-4.4945,Normal,none
NAV3,Other,-5.675,-7.9085,Normal,none
NAXD,Other,-4.328,-1.1415,Normal,none
NAXE,Other,-6.202,-8.502,Normal,none
NBAS,Other,18.82,14.6745,Normal,none
NBEA,Other,-7.177,-11.731,Normal,none
NBEAL1,Other,-8.24,-4.93,Normal,none
NBEAL2,Other,-3.394,-1.4405,Normal,none
NBL1,Other,-8.328,-7.162,Normal,none
NBN,Other,21.699,9.9825,Depleted,bagel
NBPF1,Other,-5.091,-5.2885,Normal,none
NBPF12,Other,-14.709,-9.5875,Normal,none
NBPF14,Other,-7.934,-8.4955,Normal,none
NBPF15,Other,1.26,4.329,Normal,none
NBPF19,Other,-6.917,-8.196,Normal,none
NBPF20,Other,-5.299,-6.005,Normal,none
NBPF26,Other,-9.198,-7.8575,Normal,none
NBPF3,Other,-7.339,-6.483,Normal,none
NBPF4,Other,-12.38,-10.6605,Normal,none
NBPF6,Other,-11.638,-11.4665,Normal,none
NBPF7,Other,-9.742,-8.81,Normal,none
NBPF9,Other,-8.627,-10.4035,Normal,none
NBR1,Other,3.633,-9.5195,Depleted,both
NCALD,Other,-5.773,-6.835,Normal,none
NCAM1,Other,-1.853,-5.608,Normal,none
NCAM2,Other,-4.845,-1.5065,Normal,none
NCAN,Other,-7.73,-8.4965,Normal,none
NCAPD2,Other,24.99,15.253,Depleted,bagel
NCAPD3,Other,27.325,15.392,Depleted,bagel
NCAPG,Other,12.337,5.241,Normal,none
NCAPG2,Other,2.027,3.766,Normal,none
NCAPH,Other,5.028,0.1515,Normal,none
NCAPH2,Other,2.084,11.7425,Enriched,both
NCBP1,CEG,12.854,13.112,Normal,LFC
NCBP2,CEG,9.916,9.4365,Normal,none
NCCRP1,Other,-7.742,-7.0875,Normal,none
NCDN,Other,-11.068,-8.7565,Normal,none
NCEH1,Other,-8.425,-8.3985,Normal,none
NCF1,Other,-5.589,-8.564,Normal,none
NCF2,Other,-9.253,-9.246,Normal,none
NCF4,Other,0.041,1.933,Normal,none
NCK1,Other,-8.737,-7.7215,Normal,none
NCK2,Other,0.408,-3.1535,Normal,none
NCKAP1,Other,16.343,5.396,Depleted,bagel
NCKAP1L,Other,-12.374,-7.5575,Normal,none
NCKAP5,Other,-8.408,-8.0895,Normal,none
NCKAP5L,Other,-9.275,-10.9645,Normal,none
NCKIPSD,Other,-3.844,-7.5865,Normal,none
NCL,Other,13.509,10.7485,Normal,none
NCLN,Other,2.621,2.23,Normal,none
NCMAP,Other,-3.176,-3.011,Normal,none
NCOA1,Other,-10.833,-11.3055,Normal,none
NCOA2,Other,-9.555,-10.9655,Normal,none
NCOA3,Other,-9.661,-10.3865,Normal,none
NCOA4,Other,-4.344,-3.409,Normal,none
NCOA5,Other,-5.842,-2.3395,Normal,none
NCOA6,Other,-9.384,-10.2575,Normal,none
NCOA7,Other,-7.836,-2.6255,Normal,none
NCOR1,Other,-4.457,-6.765,Normal,none
NCOR2,Other,-2.385,-1.7515,Normal,none
NCR1,Other,-7.369,-6.4895,Normal,none
NCR2,NEG,-10.255,-7.0385,Normal,none
NCR3,Other,-6.976,-7.9205,Normal,none
NCR3LG1,Other,-7.967,-9.9475,Normal,none
NCS1,Other,1.417,-1.6385,Normal,none
NCSTN,Other,6.894,5.343,Normal,none
NDC1,Other,-2.55,-6.609,Normal,none
NDC80,CEG,12.642,14.062,Normal,LFC
NDE1,Other,1.786,-0.2725,Normal,none
NDEL1,Other,-4.724,1.2305,Normal,none
NDFIP1,Other,-1.803,-0.148,Normal,none
NDFIP2,Other,-8.335,-8.949,Normal,none
NDN,Other,-0.575,-3.2265,Normal,none
NDNF,Other,-6.607,-0.334,Normal,none
NDOR1,Other,21.981,14.6655,Normal,none
NDP,Other,-9.041,-9.827,Normal,none
NDRG1,Other,-8.034,-3.1605,Normal,none
NDRG2,Other,-7.081,-3.5625,Normal,none
NDRG3,Other,-1.69,-2.4845,Normal,none
NDRG4,Other,-6.484,-7.1125,Normal,none
NDST1,Other,-12.272,1.803,Enriched,both
NDST2,Other,-3.326,-7.9895,Normal,none
NDST3,Other,-7.744,-9.403,Normal,none
NDST4,NEG,-10.529,-9.4025,Normal,none
NDUFA1,Other,21.567,16.891,Normal,none
NDUFA10,Other,-3.56,-9.6565,Normal,none
NDUFA11,Other,5.567,0.731,Normal,none
NDUFA12,Other,-9.459,-7.868,Normal,none
NDUFA13,CEG,-1.718,-2.8625,Normal,none
NDUFA2,Other,20,13.3145,Normal,none
NDUFA3,Other,12.93,0.8375,Depleted,bagel
NDUFA4,Other,-5.755,-7.817,Normal,none
NDUFA4L2,Other,-7.536,-8.3585,Normal,none
NDUFA5,Other,4.987,-0.216,Normal,none
NDUFA6,Other,5.001,-1.402,Normal,none
NDUFA7,Other,12.938,13.881,Normal,LFC
NDUFA8,Other,9.599,6.196,Normal,none
NDUFA9,Other,9.542,5.3035,Normal,none
NDUFAB1,Other,17.397,8.92,Depleted,bagel
NDUFAF1,Other,8.559,6.968,Normal,none
NDUFAF2,Other,-1.517,-8.014,Normal,none
NDUFAF3,Other,-0.604,-2.941,Normal,none
NDUFAF4,Other,6.684,-1.6375,Normal,none
NDUFAF5,Other,22.631,12.0485,Depleted,bagel
NDUFAF6,Other,-0.933,-1.9515,Normal,none
NDUFAF7,Other,17.982,16.327,Normal,LFC
NDUFAF8,Other,-2.694,-6.863,Normal,none
NDUFB1,Other,1.168,4.8565,Normal,none
NDUFB10,Other,0.297,-1.5985,Normal,none
NDUFB11,Other,-3.758,-2.665,Normal,none
NDUFB2,Other,8.924,2.235,Normal,none
NDUFB3,Other,-3.344,-3.3135,Normal,none
NDUFB4,Other,14.891,1.4645,Depleted,bagel
NDUFB5,Other,7.546,0.6085,Normal,none
NDUFB6,Other,9.445,0.9995,Normal,none
NDUFB7,Other,3.867,-2.036,Normal,none
NDUFB8,Other,12.472,4.882,Normal,none
NDUFB9,Other,9.825,2.962,Normal,none
NDUFC1,Other,3.97,-2.4995,Normal,none
NDUFC2,Other,5.898,0.307,Normal,none
NDUFS1,Other,5.774,0.8225,Normal,none
NDUFS2,Other,9.837,2.6725,Normal,none
NDUFS3,Other,-8.039,-8.5105,Normal,none
NDUFS4,Other,-5.249,-8.985,Normal,none
NDUFS5,Other,10.284,1.081,Depleted,bagel
NDUFS6,Other,-2.325,-3.631,Normal,none
NDUFS7,Other,-0.164,-3.4775,Normal,none
NDUFS8,Other,9.474,0.279,Depleted,bagel
NDUFV1,Other,4.481,-1.9465,Normal,none
NDUFV2,Other,1.185,-3.2185,Normal,none
NDUFV3,Other,-9.554,-8.3465,Normal,none
NEB,Other,0.597,4.632,Normal,none
NEBL,Other,-9.506,-8.6025,Normal,none
NECAB1,Other,-1.428,-0.4925,Normal,none
NECAB2,Other,-8.706,-6.2145,Normal,none
NECAB3,Other,3.892,5.9845,Normal,none
NECAP1,Other,-8.512,-9.3965,Normal,none
NECAP2,Other,-15.893,-10.1735,Normal,none
NEDD1,Other,27.935,15.9365,Depleted,bagel
NEDD4,Other,-6.97,-10.452,Normal,none
NEDD4L,Other,-8.588,-10.0695,Normal,none
NEDD8,CEG,25.329,13.5145,Depleted,bagel
NEDD9,Other,-9.94,-6.8615,Normal,none
NEFH,Other,-11.562,-12.0695,Normal,none
NEFL,Other,25.448,14.729,Depleted,bagel
NEFM,Other,-8.349,-10.599,Normal,none
NEGR1,Other,-11.34,-8.7175,Normal,none
NEIL1,Other,-8.386,-7.9325,Normal,none
NEIL2,Other,-8.773,-10.3695,Normal,none
NEIL3,Other,-10.593,-7.816,Normal,none
NEK1,Other,-6.206,2.3765,Enriched,both
NEK10,Other,-9.351,-11.388,Normal,none
NEK11,Other,-7.508,-10.448,Normal,none
NEK2,Other,-0.912,-9.3215,Normal,none
NEK3,Other,-4.973,-4.989,Normal,none
NEK4,Other,-6.336,-7.8065,Normal,none
NEK5,Other,-9.252,-8.869,Normal,none
NEK6,Other,-2.488,-7.899,Normal,none
NEK7,Other,-6.918,-9.6615,Normal,none
NEK8,Other,-8.026,-9.167,Normal,none
NEK9,Other,-6.118,-1.541,Normal,none
NELFA,Other,-4.403,3.929,Enriched,both
NELFB,CEG,0.876,0.6665,Normal,none
NELFCD,Other,18.984,12.567,Normal,none
NELFE,Other,3.356,3.5355,Normal,none
NELL1,Other,-8.732,-9.8445,Normal,none
NELL2,Other,-8.433,-10.0055,Normal,none
NEMF,Other,1.905,-5.904,Normal,none
NEMP1,Other,3.755,-2.588,Normal,none
NEMP2,Other,-0.414,-7.8015,Normal,none
NENF,Other,-0.662,0.221,Normal,none
NEO1,Other,-3.24,-1.215,Normal,none
NEPRO,CEG,17.607,11.092,Normal,none
NES,Other,-8.756,-11.912,Normal,none
NET1,Other,-4.366,-2.506,Normal,none
NETO1,Other,-4.149,-8.588,Normal,none
NETO2,Other,-7.949,-9.089,Normal,none
NEU1,Other,-7.01,-9.245,Normal,none
NEU2,Other,0.356,-3.597,Normal,none
NEU3,Other,-8.395,-1.3105,Normal,none
NEU4,Other,-7.427,-6.5755,Normal,none
NEURL1,Other,-5.558,-6.4915,Normal,none
NEURL1B,Other,-8.064,-8.909,Normal,none
NEURL2,Other,0.601,-1.4645,Normal,none
NEURL3,Other,-6.508,-0.657,Normal,none
NEURL4,Other,0.773,1.528,Normal,none
NEUROD1,Other,-7.333,-7.0965,Normal,none
NEUROD2,NEG,-4.808,-7.984,Normal,none
NEUROD4,NEG,-8.972,-2.1535,Normal,none
NEUROD6,NEG,-3.32,-4.5375,Normal,none
NEUROG1,NEG,-7.429,-8.119,Normal,none
NEUROG2,Other,-9.336,-2.688,Normal,none
NEUROG3,Other,-6.979,-6.5815,Normal,none
NEXN,Other,-8.977,-8.2425,Normal,none
NF1,Other,-10.244,-11.599,Normal,none
NF2,Other,-32.414,-9.678,Enriched,both
NFAM1,Other,-9.44,-8.4365,Normal,none
NFASC,Other,-0.73,-0.68,Normal,none
NFAT5,Other,-6.298,-9.241,Normal,none
NFATC1,Other,-8.869,-9.915,Normal,none
NFATC2,Other,-6.973,-8.3505,Normal,none
NFATC2IP,Other,-7.764,-4.3425,Normal,none
NFATC3,Other,-7.043,-8.744,Normal,none
NFATC4,Other,-2.26,-1.6205,Normal,none
NFE2,Other,-8.93,-9.401,Normal,none
NFE2L1,Other,-5.895,-5.101,Normal,none
NFE2L2,Other,3.58,8.0585,Normal,LFC
NFE2L3,Other,-4.84,2.1085,Normal,LFC
NFE4,Other,-5.018,-3.137,Normal,none
NFIA,Other,-7.484,-7.77,Normal,none
NFIB,Other,-6.737,-6.5215,Normal,none
NFIC,Other,-4.96,0.393,Normal,none
NFIL3,Other,-5.179,-8.117,Normal,none
NFIX,Other,-4.328,-6.264,Normal,none
NFKB1,Other,5.597,7.201,Normal,none
NFKB2,Other,-7.559,-6.9335,Normal,none
NFKBIA,Other,0.095,-2.217,Normal,none
NFKBIB,Other,-6.346,-8.5435,Normal,none
NFKBID,Other,2.38,-2.472,Normal,none
NFKBIE,Other,-14.086,-4.5065,Enriched,bagel
NFKBIL1,Other,-5.926,-11.2735,Normal,none
NFKBIZ,Other,-7.044,-8.235,Normal,none
NFRKB,Other,8.355,5.6,Normal,none
NFS1,Other,25.992,14.322,Depleted,bagel
NFU1,Other,12.921,2.4965,Depleted,bagel
NFX1,Other,-4.588,-6.252,Normal,none
NFXL1,Other,-6.819,-6.741,Normal,none
NFYA,Other,-8.445,3.9475,Enriched,both
NFYB,Other,4.251,11.6885,Normal,LFC
NFYC,Other,-5.453,9.682,Enriched,both
NGB,Other,-8.859,-10.682,Normal,none
NGDN,Other,18.072,11.2345,Normal,none
NGEF,Other,-9.321,-10.102,Normal,none
NGF,Other,0.838,1.276,Normal,none
NGFR,Other,0.186,-2.964,Normal,none
NGLY1,Other,3.036,1.553,Normal,none
NGRN,Other,18.158,12.6335,Normal,none
NHEJ1,Other,-1.761,-1.534,Normal,none
NHLH1,Other,-4.722,-5.2895,Normal,none
NHLH2,Other,10.282,6.5525,Normal,none
NHLRC1,Other,2.481,-2.523,Normal,none
NHLRC2,Other,-7.81,-8.4315,Normal,none
NHLRC3,Other,-9.498,-9.049,Normal,none
NHLRC4,Other,-5.053,-1.307,Normal,none
NHP2,CEG,19.924,10.293,Depleted,bagel
NHS,Other,-6.674,-9.997,Normal,none
NHSL1,Other,-6.491,-7.3155,Normal,none
NHSL2,Other,-5.881,1.3305,Normal,LFC
NICN1,Other,6.818,0.175,Normal,none
NID1,Other,-2.276,-10.075,Normal,none
NID2,Other,-8.294,-7.214,Normal,none
NIF3L1,Other,-7.649,-9.717,Normal,none
NIFK,Other,7.69,14.293,Normal,LFC
NIM1K,Other,-7.26,-8.523,Normal,none
NIN,Other,-6.859,-8.773,Normal,none
NINJ1,Other,-8.954,-8.126,Normal,none
NINJ2,Other,-7.395,-8.1885,Normal,none
NINL,Other,-8.467,-9.315,Normal,none
NIP7,CEG,15.393,11.2035,Normal,none
NIPA1,Other,5.432,1.3365,Normal,none
NIPA2,Other,-2.612,-1.64,Normal,none
NIPAL1,Other,8.356,4.679,Normal,none
NIPAL2,Other,-7.693,-8.393,Normal,none
NIPAL3,Other,-9.053,-9.9225,Normal,none
NIPAL4,Other,-4.99,-4.827,Normal,none
NIPBL,Other,-8.456,-7.1125,Normal,none
NIPSNAP1,Other,-6.696,-9.319,Normal,none
NIPSNAP2,Other,-5.703,5.989,Enriched,both
NIPSNAP3A,Other,-9.528,-9.4365,Normal,none
NIPSNAP3B,Other,-4.225,-4.337,Normal,none
NISCH,Other,-8.867,-5.657,Normal,none
NIT1,Other,7.256,12.957,Normal,LFC
NIT2,Other,-8.745,-11.2385,Normal,none
NKAIN1,Other,12.658,3.801,Depleted,bagel
NKAIN2,Other,-12.528,-13.1495,Normal,none
NKAIN3,Other,-6.621,-10.523,Normal,none
NKAIN4,Other,-9.191,-8.96,Normal,none
NKAP,CEG,24.869,12.663,Depleted,bagel
NKAPL,Other,-10.58,-9.1425,Normal,none
NKD1,Other,0.052,0.995,Normal,none
NKD2,Other,-7.081,-9.1115,Normal,none
NKG7,Other,-4.714,-0.614,Normal,none
NKIRAS1,Other,-8.493,-9.1715,Normal,none
NKIRAS2,Other,-17.72,-10.698,Normal,none
NKPD1,Other,-9.475,-9.321,Normal,none
NKRF,Other,-3.566,-6.6745,Normal,none
NKTR,Other,-2.761,-3.035,Normal,none
NKX1-1,Other,-3.56,-1.644,Normal,none
NKX1-2,Other,4.741,-0.183,Normal,none
NKX2-1,NEG,-6.569,-8.658,Normal,none
NKX2-2,NEG,-4.418,0.8245,Normal,none
NKX2-3,Other,-10.311,-8.458,Normal,none
NKX2-4,Other,-6.83,-9.2835,Normal,none
NKX2-5,Other,-7.627,-8.299,Normal,none
NKX2-6,Other,-6.428,-8.0635,Normal,none
NKX2-8,Other,-6.897,-9.7945,Normal,none
NKX3-1,Other,-2.131,-1.3755,Normal,none
NKX3-2,Other,-8.999,-8.9255,Normal,none
NKX6-1,Other,-6.128,2.6665,Enriched,both
NKX6-2,Other,1.984,6.896,Normal,LFC
NKX6-3,Other,-7.021,-5.295,Normal,none
NLE1,CEG,-0.794,-2.579,Normal,none
NLGN1,Other,-2.531,0.8335,Normal,none
NLGN2,Other,-7.626,-8.487,Normal,none
NLGN3,Other,-6.102,-9.2825,Normal,none
NLGN4X,Other,-8.23,-10.1805,Normal,none
NLGN4Y,Other,-7.605,-7.8805,Normal,none
NLK,Other,-17.681,-2.4385,Enriched,both
NLN,Other,-9.227,-7.6055,Normal,none
NLRC3,Other,-8.703,-9.4835,Normal,none
NLRC4,Other,-7.939,-6.655,Normal,none
NLRC5,Other,-11.624,-9.625,Normal,none
NLRP1,Other,-1.921,-3.8885,Normal,none
NLRP10,Other,-9.583,-6.497,Normal,none
NLRP11,Other,-8.893,-10.4665,Normal,none
NLRP12,Other,-8.898,-10.278,Normal,none
NLRP13,Other,4.06,1.392,Normal,none
NLRP14,Other,-8.064,-7.781,Normal,none
NLRP2,Other,-10.574,-10.6005,Normal,none
NLRP2B,Other,-5.235,-9.283,Normal,none
NLRP3,Other,-2.4,-1.335,Normal,none
NLRP4,NEG,-9.805,-10.786,Normal,none
NLRP5,NEG,-4.756,-8.912,Normal,none
NLRP6,Other,-8.676,-11.0585,Normal,none
NLRP7,Other,-8.461,-8.6785,Normal,none
NLRP8,NEG,-8.19,-7.901,Normal,none
NLRP9,NEG,-11.348,-9.8285,Normal,none
NLRX1,Other,-4.751,-4.5395,Normal,none
NMB,Other,-2.305,-4.4995,Normal,none
NMBR,Other,-4.839,-8.2175,Normal,none
NMD3,CEG,15.333,16.052,Normal,LFC
NME1,Other,-7.946,-8.491,Normal,none
NME2,Other,-3.141,4.463,Enriched,both
NME3,Other,3.087,0.855,Normal,none
NME4,Other,-0.182,-2.332,Normal,none
NME5,Other,-12.123,-12.064,Normal,none
NME6,Other,16.693,12.5365,Normal,none
NME7,Other,-5.346,-1.3685,Normal,none
NME8,Other,-4.983,-7.318,Normal,none
NME9,Other,-7.703,-10.7345,Normal,none
NMI,Other,-10.05,-10.557,Normal,none
NMNAT1,Other,-5.338,-9.2985,Normal,none
NMNAT2,Other,-10.4,-9.0705,Normal,none
NMNAT3,Other,-5.858,-5.9275,Normal,none
NMRAL1,Other,-8.993,-10.54,Normal,none
NMRK1,Other,-6.933,-9.1605,Normal,none
NMRK2,Other,-7.7,-8.3815,Normal,none
NMS,NEG,-2.252,-0.305,Normal,none
NMT1,CEG,14.096,6.0745,Normal,none
NMT2,Other,-8.173,-4.152,Normal,none
NMU,Other,-6.001,-6.8315,Normal,none
NMUR1,Other,-9.56,-10.6885,Normal,none
NMUR2,Other,-7.279,-5.296,Normal,none
NNAT,Other,-9.444,-6.83,Normal,none
NNMT,Other,-8.538,-9.822,Normal,none
NNT,Other,-4.574,-2.8375,Normal,none
NOA1,Other,5.679,4.715,Normal,none
NOB1,Other,18.283,12.2935,Normal,none
NOBOX,NEG,-9.022,-10.468,Normal,none
NOC2L,Other,12.543,13.3275,Normal,LFC
NOC3L,Other,17.874,14.211,Normal,none
NOC4L,CEG,4.479,2.279,Normal,none
NOD1,Other,-8.302,-5.1615,Normal,none
NOD2,Other,-8.34,-8.894,Normal,none
NODAL,Other,-8.958,-9.488,Normal,none
NOG,Other,-0.583,-1.4735,Normal,none
NOL10,CEG,16.568,10.277,Normal,none
NOL11,CEG,-2.982,-0.7745,Normal,none
NOL12,Other,-3.113,-0.0184999999999998,Normal,none
NOL3,Other,-7.544,-10.181,Normal,none
NOL4,Other,-6.932,-7.9525,Normal,none
NOL4L,Other,-0.746,-0.75,Normal,none
NOL6,CEG,18.831,9.5715,Depleted,bagel
NOL7,Other,26.373,13.579,Depleted,bagel
NOL8,Other,21.768,12.5515,Depleted,bagel
NOL9,CEG,2.717,6.0485,Normal,none
NOLC1,Other,10.204,12.8805,Normal,LFC
NOM1,Other,-1.146,7.582,Enriched,both
NOMO1,Other,-6.892,-9.4175,Normal,none
NOMO2,Other,-7.004,-2.332,Normal,none
NOMO3,Other,0.254,-1.263,Normal,none
NONO,Other,-3.354,-0.462,Normal,none
NOP10,Other,11.475,7.5315,Normal,none
NOP14,Other,7.79,7.291,Normal,none
NOP16,CEG,21.958,15.3715,Normal,none
NOP2,CEG,18.137,12.488,Normal,none
NOP53,Other,8.317,5.1165,Normal,none
NOP56,CEG,20.728,15.5715,Normal,none
NOP58,Other,6.844,8.197,Normal,none
NOP9,CEG,8.993,12.724,Normal,LFC
NOS1,Other,-0.129,-5.678,Normal,none
NOS1AP,Other,5.719,1.4035,Normal,none
NOS2,Other,-5.952,-9.755,Normal,none
NOS3,Other,-7.369,-1.694,Normal,none
NOSIP,Other,-3.47,-5.4125,Normal,none
NOSTRIN,Other,-10.273,-10.667,Normal,none
NOTCH1,Other,-7.154,-7.9365,Normal,none
NOTCH2,Other,-8.153,-9.768,Normal,none
NOTCH2NL,Other,-7.389,-10.523,Normal,none
NOTCH3,Other,-0.061,2.792,Normal,none
NOTCH4,Other,-7.811,-8.0565,Normal,none
NOTO,NEG,-7.807,-8.932,Normal,none
NOTUM,Other,-7.047,-2.979,Normal,none
NOV,Other,-7.989,-10.2745,Normal,none
NOVA1,Other,-3.304,-7.279,Normal,none
NOVA2,Other,-3.751,-0.001,Normal,none
NOX1,Other,-12.265,-8.1845,Normal,none
NOX3,NEG,-9.299,-10.8265,Normal,none
NOX4,Other,-3.587,-7.1005,Normal,none
NOX5,Other,-11.918,-11.054,Normal,none
NOXA1,Other,-6.41,-2.2595,Normal,none
NOXO1,Other,-5.77,-8.266,Normal,none
NOXRED1,Other,-9.25,-10.2445,Normal,none
NPAP1,Other,-3.739,-3.3105,Normal,none
NPAS1,Other,-8.748,-10.7835,Normal,none
NPAS2,Other,4.121,5.6525,Normal,none
NPAS3,Other,-8.982,-4.382,Normal,none
NPAS4,Other,-8.993,-9.5375,Normal,none
NPAT,Other,-0.794,6.7125,Enriched,both
NPB,Other,-9.759,-8.4365,Normal,none
NPBWR1,Other,-8.262,-11.076,Normal,none
NPBWR2,Other,-5.568,-9.4985,Normal,none
NPC1,Other,-2.658,-1.086,Normal,none
NPC1L1,Other,3.214,-1.064,Normal,none
NPC2,Other,-1.552,1.6345,Normal,none
NPDC1,Other,-5.313,-4.3915,Normal,none
NPEPL1,Other,-9.297,-9.1435,Normal,none
NPEPPS,Other,-6.378,-0.8475,Normal,none
NPFF,Other,-6.121,-6.68,Normal,none
NPFFR1,NEG,-5.003,-9.543,Normal,none
NPFFR2,Other,-8.22,-9.7165,Normal,none
NPHP1,Other,-4.368,-3.762,Normal,none
NPHP3,Other,-6.102,-5.858,Normal,none
NPHP4,Other,4.154,2.574,Normal,none
NPHS1,Other,-8.624,-9.903,Normal,none
NPHS2,NEG,-10.801,-10.613,Normal,none
