Gene,func,IPSC_D18,K562_D21
ACBD5,Other,-2.12083430078428,-0.301978162736631
ACBD6,Other,-0.75906382864011,-0.543286238133804
ACBD7,Other,-0.955768244057318,-0.574257976689596
ACCS,Other,0.270607146390725,0.372819499373314
ACCSL,NEG,0.350871041962707,0.500868406075927
ACD,Other,-3.01635821833246,-2.74764711683793
ACE,Other,-0.398900118368599,-0.315832375651395
ACE2,Other,0.385778985683872,0.429168785392841
ACER1,Other,0.162515819849518,0.118311028144323
ACER2,Other,0.161632896992369,0.36704633336658
ACER3,Other,0.349780449156002,0.261278419514574
ACHE,Other,0.405057257632369,0.167615641477565
ACIN1,Other,-0.647028609033452,-0.545221493381471
ACKR1,Other,0.490022369703107,0.5521945557041
ACKR2,Other,0.389349942927583,0.102199481036799
ACKR3,Other,0.172427514164896,0.584281675503995
ACKR4,Other,0.542217285006901,0.362387705120489
ACLY,Other,-1.36822935000698,0.188055091980739
ACMSD,Other,0.50300161725883,0.523739764646693
ACO1,Other,0.268797895616278,-0.147035634415333
ACO2,Other,-2.73146096683614,-2.18189703501366
ACOD1,Other,0.37818580436984,0.085621583044492
ACOT1,Other,0.353842529257187,0.136120763388465
ACOT11,Other,0.178800395883743,0.00452769313849233
ACOT12,Other,0.331514501789457,0.498216066212063
ACOT13,Other,-0.742759072388328,-0.247927720811853
ACOT2,Other,0.447145185728411,-0.0367594537950133
ACOT4,Other,0.37220347012604,0.0407968771264929
ACOT6,Other,0.209230511571826,-0.563118076535898
ACOT7,Other,0.265907578655719,-0.0658444140304019
ACOT8,Other,-0.510808849767556,-0.25570846906808
ACOT9,Other,-0.909862952867707,-0.70553741774113
ACOX1,Other,-1.03655971693855,-2.38207775102861e-4
ACOX2,Other,0.536174301108203,-0.322636518732512
ACOX3,Other,0.37993067293033,0.270525314678643
ACOXL,Other,-0.566283138935539,0.349167441663282
ACP1,Other,0.32437307909434,0.143283039615479
ACP2,Other,-0.765664019365519,0.1400067613576
ACP5,Other,0.567252219932698,0.153805837018309
ACP6,Other,-0.555822560516219,-0.249934328185899
ACPP,Other,0.0425842470766865,-0.18773130840403
ACPT,Other,-0.624165652317491,-0.389413606492756
ACR,Other,0.314700890805766,0.56474590513855
ACRBP,Other,-1.42017787735829,-0.0393419332785655
ACRV1,Other,-0.384767239494364,0.0656755464718097
ACSBG1,Other,0.101108959905073,0.543826895355226
ACSBG2,Other,-0.907832934605144,-0.0407575515433868
ACSF2,Other,-0.317677068445459,0.422429606409488
ACSF3,Other,-0.334042187039587,0.167045139731645
ACSL1,Other,-0.8786483822369,0.0834750773201476
ACSL3,Other,-1.39703598344516,0.0744241537858595
ACSL4,Other,0.135712872424439,4.57032018103061e-4
ACSL5,Other,-0.685459322431481,0.309451464753193
ACSL6,Other,-0.151004038849434,-0.0337119723762044
ACSM1,Other,0.293399698820963,0.0872761192411406
ACSM2A,Other,-0.447521749140716,0.0677128517690629
ACSM2B,Other,0.452563341741521,-0.0634197181079466
ACSM3,Other,-0.0885220510303417,0.202172703568841
ACSM4,Other,0.133197750719821,0.1265554802708
ACSM5,Other,-0.911086479022756,-0.0532419262409142
ACSM6,Other,0.296202753119047,0.319216082890249
ACSS1,Other,0.590368969775667,0.16929133929675
ACSS2,Other,0.154425700373412,0.234111341151325
ACSS3,Other,-0.536725992613465,-0.774091826668789
ACTA1,Other,-1.66683721247699,-1.46494248775707
ACTA2,Other,0.364255439167871,0.245212079518958
ACTB,CEG,0.106585381659663,-0.657640033330261
ACTBL2,Other,0.289145826122853,0.240284735471539
ACTC1,Other,0.349211869426364,-0.172364178080724
ACTG1,Other,0.378812984109958,0.0678443461821767
ACTG2,Other,0.335587415788701,0.129957552159431
ACTL10,Other,0.0623587100512616,0.11328520879833
ACTL6A,CEG,-4.25757133350397,-2.71959718157447
ACTL6B,Other,0.367387248998434,0.165820345829183
ACTL7A,NEG,0.648653736372304,0.373176821880154
ACTL7B,NEG,-2.14070201199737,-0.25635753871197
ACTL8,Other,0.263127773006248,0.239095354988146
ACTL9,NEG,-0.390962237227234,0.0610278859809396
ACTN1,Other,-1.23254145293027,-0.156815797721106
ACTN2,Other,0.172173748000785,0.0796117428351497
ACTN3,Other,0.444946676504321,0.28320645325547
ACTN4,Other,0.306078116825551,-0.0229675674989545
ACTR10,CEG,-3.65546527968393,-3.64712406807168
ACTR1A,Other,-2.40105380371245,-0.220334491824535
ACTR1B,Other,-1.08350084183173,-1.2945998276241
ACTR2,CEG,-2.85964322721789,-1.23265790754027
ACTR3,Other,-1.58293840937136,-0.913751536389825
ACTR3B,Other,-1.09220841014656,-0.85260753676388
ACTR3C,Other,-1.07391786849343,0.0649980978580532
ACTR5,Other,-2.16109900502853,-0.457890555584074
ACTR6,Other,-4.56244709749064,-2.52455528590974
ACTR8,Other,-2.0218880523001,-1.33137750673478
ACTRT1,NEG,0.434139840691103,0.439992170144428
ACTRT2,Other,0.974520633155434,0.563808304349243
ACTRT3,Other,0.537273655671345,0.255072743065037
ACVR1,Other,0.133015481888415,-0.132645195217836
ACVR1B,Other,-0.492835234635287,0.172434096974367
ACVR1C,Other,0.287898248884682,-0.193462211576979
ACVR2A,Other,0.527012654953542,-0.34918593282446
ACVR2B,Other,-0.207552951238929,-0.304862836380643
ACVRL1,Other,-0.160086880798116,-0.240494336190134
ACY1,Other,-1.17502190232216,-0.0221013455289552
ACY3,Other,0.571766817235206,0.364262765394042
ACYP1,Other,-0.679043769976358,0.00221053333127963
ACYP2,Other,0.373992662356774,0.136944853169117
ADA,Other,-0.0808078072713115,0.194101404439847
ADA2,Other,-0.919366860669359,-1.15478007268225
ADAD1,NEG,-0.227753320064228,0.270862623452051
ADAD2,Other,0.359663598958745,0.142128446955201
ADAL,Other,0.314158564270452,0.101972164878992
ADAM10,Other,-0.350160448398657,-0.102991913900214
ADAM11,Other,-1.87809141295157,0.0811290968726167
ADAM12,Other,0.57848756363709,0.112661010951435
ADAM15,Other,0.457371695342514,0.0673017688589532
ADAM17,Other,0.3777254996387,0.299911185953289
ADAM18,NEG,-1.58606731236451,-0.738008143677667
ADAM19,Other,0.276400235828942,-0.0659224890087933
ADAM2,NEG,0.314080959954712,0.106787736008316
ADAM20,NEG,0.52329918087042,0.292840037114347
ADAM21,Other,0.558810711624644,-0.177064267690927
ADAM22,Other,0.327917714348555,0.665188790200893
ADAM23,Other,-0.63437140914965,-0.122963500757705
ADAM28,Other,0.594577540939242,0.203930314650854
ADAM29,Other,0.373168012673775,0.0702606075175241
ADAM30,NEG,0.398462860156703,0.0806440176183852
ADAM32,Other,-1.3242830941407,-0.167185895008578
ADAM33,Other,-0.128542799271321,-0.0810852038683724
ADAM7,Other,0.278120111106794,-0.114199907037115
ADAM8,Other,0.300193494118908,0.579047148944548
ADAM9,Other,-0.846760574150725,-0.794160051878976
ADAMDEC1,Other,0.455923224639706,0.389893484296397
ADAMTS1,Other,-0.389365711651385,-0.288188085198978
ADAMTS10,Other,0.0937713197665411,-0.0822201868366748
ADAMTS12,Other,0.160568681375084,0.380827367620546
ADAMTS13,Other,-1.37911684614347,-0.970982646600965
ADAMTS14,Other,0.434589301770842,0.0486854338676109
ADAMTS15,Other,-1.62269460965314,0.259621477076489
ADAMTS16,Other,0.441897278414077,0.0891639857675054
ADAMTS17,Other,0.438349541763484,-0.105445261094417
ADAMTS18,Other,0.354888569281256,0.372693660310821
ADAMTS19,Other,-0.880539995739152,0.0978680038364956
ADAMTS2,Other,-0.0829956284938732,0.578372558770215
ADAMTS20,Other,-0.554960380133748,-0.180085134161939
ADAMTS3,Other,-1.2214698964484,-1.36952638391537
ADAMTS4,Other,-1.36144939394719,-0.31801945017063
ADAMTS5,Other,-0.149600049636983,-0.0458628373309443
ADAMTS6,Other,-0.789247838766314,0.229606207223833
ADAMTS7,Other,-0.0237763253016426,0.428942938898248
ADAMTS8,Other,-2.03272981585847,-0.0665823736545992
ADAMTS9,Other,-1.36038101675816,-0.0116720969222087
ADAMTSL1,Other,0.253164759154098,-0.10323501180715
ADAMTSL2,Other,0.269985612382717,-0.360301366857957
ADAMTSL3,Other,0.24916877924469,0.196403273256899
ADAMTSL4,Other,-0.936813881477487,0.454984948849084
ADAMTSL5,Other,-0.479634201131522,-1.01150898313123
ADAP1,Other,-0.135022633998359,-0.140615732512554
ADAP2,Other,-0.704918477248134,-0.386362703625379
ADAR,Other,0.436381399575777,0.299217524850821
ADARB1,Other,0.181084024477094,-0.187313355210233
ADARB2,Other,0.405145787647755,0.306746641647092
ADAT1,Other,0.390323863199553,0.410738394030034
ADAT2,Other,-4.39551954952077,-2.62827946851845
ADCK1,Other,0.556100560266414,0.262843022755591
ADCK2,Other,0.352817369371783,0.165569576234566
ADCK5,Other,0.229431438997411,0.462267153005546
ADCY1,Other,-0.796648428015189,-0.116203176402951
ADCY10,Other,-1.32313226685632,-0.818560988199733
ADCY2,Other,0.169817259553725,-0.0402853651388537
ADCY4,Other,-1.00934913215037,0.1272256782013
ADCY5,Other,-1.01758564915633,0.306233448853504
ADCY6,Other,-1.48395134782082,-1.34391401930595
ADCY7,Other,0.520025631535893,0.256519812887724
ADCY8,Other,0.111678189990522,-0.106895935068266
ADCY9,Other,-0.867562836854558,-0.305444991503251
ADCYAP1,Other,0.263706278377057,-0.200750748943156
ADCYAP1R1,Other,0.302803595986372,0.104817740314187
ADD1,Other,-0.455005691042192,-0.281455739180458
ADD2,Other,-1.11218152832194,-0.0965508073362433
ADD3,Other,-1.72289435188875,-0.601949089522107
ADGB,Other,0.235481908620161,4.3754129629973e-4
ADGRA1,Other,0.273285087879637,-0.24560961060872
ADGRA2,Other,0.544258341275319,0.354659261062581
ADGRA3,Other,-1.0749274439564,-0.290924024802413
ADGRB1,Other,-1.63404617020146,-1.20959077743323
ADGRB2,Other,-1.09889327054185,-0.106726404369326
ADGRB3,Other,-0.0703107586700057,-0.155289090027689
ADGRD1,Other,0.0127299964202863,0.25192422446401
ADGRD2,Other,-0.66119481402303,0.220871818450599
ADGRE1,Other,0.304358106612127,-0.278374906462466
ADGRE2,Other,-0.305992624109338,-0.115457919241313
ADGRE3,Other,0.417221830439797,-0.231780599430837
ADGRE5,Other,-0.17279992037935,-0.251643323883205
ADGRF1,Other,0.483812679940833,0.085630042934107
ADGRF2,Other,0.203772674249128,0.0218030396417482
ADGRF3,Other,-0.491721869800012,-0.454271351631101
ADGRF4,Other,-0.0835062189831328,0.303592103440659
ADGRF5,Other,0.49386681282732797,0.149242005777512
ADGRG1,Other,0.411696321376448,0.0439678421225388
ADGRG2,Other,0.656037275360784,0.497415715337958
ADGRG3,Other,0.372078178477639,0.224412705998432
ADGRG4,Other,0.272640951749224,0.149677052060472
ADGRG5,Other,-0.342632027621706,-0.0685368093192362
ADGRG6,Other,0.328011325165491,0.0996764371638171
ADGRG7,NEG,0.260419659629622,0.271796824003124
ADGRL1,Other,-1.39547945143916,-0.246660208879717
ADGRL2,Other,0.407073894450117,0.19653433546809
ADGRL3,Other,0.219298699910885,-0.113295289119252
ADGRL4,Other,0.531835307549575,0.260415449215074
ADGRV1,Other,0.204001824363807,0.330322515833001
ADH1A,Other,0.61214338959235,0.381009232964069
ADH1B,Other,0.521594890063051,-0.0591561557841159
ADH1C,Other,0.74500355491952,0.835178033169438
ADH4,Other,0.352797158522901,-0.444241483524628
ADH5,Other,0.176416008530573,0.0660899322438477
ADH6,Other,0.12254688292714,-0.0581487772507637
ADH7,NEG,0.385580405794068,-0.280996826193832
ADHFE1,Other,-1.61846471348588,0.261824388779562
ADI1,Other,0.259191291774481,-0.17281630998356
ADIG,Other,0.286075073025515,0.21842054811229
ADIPOQ,Other,0.310215287011753,0.398864762507926
ADIPOR1,Other,0.0627688646880398,0.378440610977555
ADIPOR2,Other,0.0966036515484755,0.128688412600449
ADIRF,Other,-0.0423890288359522,0.443683873751805
ADK,Other,0.391743945573086,-0.143900057703358
ADM,Other,0.163317153098618,-0.0132508039523428
ADM2,Other,-0.186932881790413,-0.1122993347894
ADM5,Other,0.124588674201794,-0.163115424910714
ADNP,Other,0.270142891339874,-0.332874231551391
ADNP2,Other,-0.109730953161178,-0.435512390573181
ADO,Other,0.0736278983538516,0.082135305803121
ADORA1,Other,0.142442974419525,-0.604843992067637
ADORA2A,Other,0.586527317340282,0.313022884149192
ADORA2B,Other,0.532632095862359,-0.378774430788915
ADORA3,Other,0.355755126106615,0.370708235286801
ADPGK,Other,0.184067706466449,0.0568218153669012
ADPRH,Other,-2.3332419326253,-1.23927326175783
ADPRHL1,Other,-0.813932884741233,-0.675745703764349
ADPRHL2,Other,-0.819099949219016,-0.834492123553194
ADPRM,Other,-1.23100427781055,-1.30590277764111
ADRA1A,Other,0.35851676405848,-0.0692814530084728
ADRA1B,Other,0.223288952349866,0.0111657716191575
ADRA1D,Other,0.186907255736991,-0.025229023090483
ADRA2A,Other,-0.694544763040091,-0.119440807042162
ADRA2B,Other,-0.451248997351064,-0.24793794799507
ADRA2C,Other,-0.457296087974941,0.0727605156467542
ADRB1,Other,-0.994802125366342,-0.671366029954139
ADRB2,Other,0.460962965664164,0.447177623783095
ADRB3,Other,0.367775840140948,0.389056536420302
ADRM1,Other,-0.811322986744456,-0.517831614065278
ADSL,CEG,-0.946502121433822,-1.82359916927297
ADSS,CEG,-0.246113812981892,-2.0724899497974
ADSSL1,Other,0.503669412924372,-0.0126560461319412
ADTRP,Other,0.593543014712449,0.219372137525361
AEBP1,Other,-0.388142953917724,0.181066412853186
AEBP2,Other,-0.952334408811261,-0.0447939998702796
AEN,Other,0.0780807664251439,0.0421510586921148
AES,Other,-0.00387799155680058,0.0690035334535487
AFAP1,Other,0.0606570220533507,-0.373215111614346
AFAP1L1,Other,-0.985072897199615,-1.83765522397669
AFAP1L2,Other,0.168369088906787,0.42190116079339
AFDN,Other,0.15210147460825,0.256050110411101
AFF1,Other,0.231569572584877,0.105455068750669
AFF2,Other,0.428920678266934,0.021437882725964
AFF3,Other,0.256872511207205,0.400033401583316
AFF4,Other,0.186118325369222,-0.0982828117426949
AFG1L,Other,0.45799382068845,0.357389462836493
AFG3L2,Other,-3.79291946201005,-3.0129199376192
AFM,NEG,0.373732748963906,0.0525108609528716
AFMID,Other,0.665104908457285,0.232727838589017
AFP,Other,0.193951469187477,-0.275953770834685
AFTPH,Other,-1.01638124595857,-0.0887604195050654
AGA,Other,-0.909494526568963,-0.975081357728148
AGAP1,Other,0.136780488149944,-0.0673988752187479
AGAP11,Other,-1.08538159231415,-0.0766757493682621
AGAP2,Other,-0.272430261574057,0.238038185663214
AGAP3,Other,-0.33121409827529,-0.359580546509576
AGAP4,Other,-0.00266935750966176,0.063112162396134
AGAP5,Other,0.312300918141954,0.526116813037852
AGAP6,Other,0.464791951637332,-0.104214208299087
AGAP9,Other,0.381259732652595,0.400904287143457
AGBL1,Other,0.547555839828898,0.259843025929683
AGBL2,Other,0.489885072802218,0.145096348548996
AGBL3,Other,0.383848394501869,0.0796532043434473
AGBL4,Other,0.381309937276731,0.376048630737565
AGBL5,Other,-1.11410437587045,-0.695517069099543
AGER,Other,0.615320838881925,0.0816863161813789
AGFG1,Other,-0.464685415455078,-0.180186434292475
AGFG2,Other,-0.794394094864516,-0.238494129584202
AGGF1,Other,0.492060548750911,0.29260491718377
AGK,Other,-4.03597255989645,-0.0056031028769444
AGL,Other,-0.232999041922964,-0.334886796927065
AGMAT,Other,0.397629732931661,0.327032406160728
AGMO,Other,-0.350250067372551,-0.397948259401015
AGO1,Other,-0.965698450343476,0.109949062447373
AGO2,Other,-0.714892774477601,-0.433794455294141
AGO3,Other,0.621292391880116,0.549581232135038
AGO4,Other,0.244919979962524,-0.153557364126046
AGPAT1,Other,-0.480213252692379,0.100500773740247
AGPAT2,Other,-2.43669965808825,-1.98151445788879
AGPAT3,Other,-0.266080397416067,-0.0346153759348136
AGPAT4,Other,-0.384492203949181,0.205272392324398
AGPAT5,Other,0.41903043207129,-0.0950915730344182
AGPS,Other,-2.12761305899103,-1.34326151665484
AGR2,Other,0.378105992363752,0.313326908469936
AGR3,Other,0.273550781875107,0.437422717553687
AGRN,Other,-1.10973012782465,-0.580775118824491
AGRP,Other,-0.944923170279185,-1.06439640441277
AGT,Other,-0.106864389818557,0.706103447699679
AGTPBP1,Other,0.147458779030918,-0.308422728515821
AGTR1,Other,0.391303732620596,0.102030402399334
AGTR2,Other,0.294728453777614,-0.0481226413072785
AGTRAP,Other,0.361055374141604,-0.109461469534068
AGXT,Other,0.234855647858282,0.209327578162716
AGXT2,Other,0.451322119389394,0.124260726206019
AHCTF1,Other,-3.56143014519234,-1.28466475620242
AHCY,CEG,-0.131237877273786,-0.720067414694778
AHCYL1,Other,-1.16824433346258,-2.33035879385135
AHCYL2,Other,-0.354463621573834,0.131062783932986
AHDC1,Other,-0.80301391809678,-0.231708329690135
AHI1,Other,-0.862626097244699,-0.187957280012947
AHNAK,Other,-1.03344909264483,0.0270067067365232
AHNAK2,Other,0.303750897973548,0.22486116588567
AHR,Other,-0.102318989830477,0.139685878910948
AHRR,Other,-0.990800322517389,0.352891196633432
AHSA1,Other,0.436662643925013,0.527737422447806
AHSA2,Other,0.291783401670584,0.188140258939469
AHSG,Other,-0.669598845886557,-0.765749204148328
AHSP,Other,0.244526392701854,0.443494515697584
AICDA,NEG,0.309728258759551,0.460728111346369
AIDA,Other,-0.506894752440796,-0.886167551168088
AIF1,Other,0.590809192211609,0.27730445116538
AIF1L,Other,-0.922360023460529,0.244925151299627
AIFM1,Other,-3.54393449873558,-0.487552129783347
AIFM2,Other,0.715328032212409,0.445518513635123
AIFM3,Other,0.0407313173451403,-0.18818145717417
AIG1,Other,0.0571500039882549,-0.335984672832959
AIM1,Other,-1.50363259043782,0.0819731079885638
AIM1L,Other,-0.204555925952799,0.190911696961824
AIM2,Other,0.365505108568425,-0.0353030041579522
AIMP1,Other,0.417454728778883,0.245960400637566
AIMP2,Other,0.118693396033041,0.39408566949159
AIP,Other,0.299315684952706,0.20255633333875
AIPL1,NEG,0.503635832179659,0.297574785960621
AIRE,Other,0.370791441031308,0.263846423659496
AJAP1,Other,-1.01337824931304,-0.6643676269055
AJUBA,Other,-0.54850640080464,0.294743250815976
AK1,Other,-0.640490693321502,-0.154341587109557
AK2,Other,-0.0356052349812733,0.135480092903758
AK3,Other,-0.27348865128092,-0.160654468161322
AK4,Other,0.123076579707277,0.21281346364678
AK5,Other,0.0353323427632046,-0.0367476934926518
AK7,Other,0.312541241650143,-0.0143195220064477
AK8,Other,-0.979075357833327,-0.367769383879351
AK9,Other,-0.222361448342633,-0.104624669131906
AKAIN1,Other,0.243319773114399,0.0240949471314871
AKAP1,Other,0.400547925516617,0.47742185256087
AKAP10,Other,-0.889211516285209,-0.301684173350134
AKAP11,Other,0.282593493381847,-0.0726239345528305
AKAP12,Other,0.518912963665768,-0.02228602789038
AKAP13,Other,-0.179968250306897,-0.0711138565979195
AKAP14,Other,0.0266515977195788,0.2661389921706
AKAP17A,Other,0.197563096185671,-0.0556361470152568
AKAP2,Other,-2.1197336222595,-1.37068844116751
AKAP3,Other,-0.812946387126751,-0.187467447281504
AKAP4,Other,0.19638667379813,-0.319883072899821
AKAP5,Other,-1.72379995500038,-0.0450806614700426
AKAP6,Other,0.254740399033482,-0.389425893898463
AKAP7,Other,0.592791326113974,0.348484453213133
AKAP8,Other,0.0785533941406841,-0.0770154080474095
AKAP8L,Other,0.434232350175926,0.0718906638499893
AKAP9,Other,0.334303081277808,-0.0297286859898507
AKIP1,Other,0.230895154169659,0.141434505633968
AKIRIN1,Other,-0.00565304616375369,0.329641644549544
AKIRIN2,Other,-3.45189653819293,-0.239282524458763
AKNA,Other,0.105552968553067,-0.164124685051693
AKR1A1,Other,0.566936588811509,0.10624994839345
AKR1B1,Other,0.413488176518017,-0.257376983330575
AKR1B10,Other,0.372337522358942,-0.267087532244894
AKR1B15,Other,0.132353685922372,0.160970965258806
AKR1C1,Other,0.226395075986129,0.321156823988367
AKR1C2,Other,0.464754862305458,0.293978622537231
AKR1C3,Other,0.617971674318289,0.505450368159105
AKR1C4,Other,0.453382686121799,0.0395476185884238
AKR1D1,Other,0.183448727928109,0.362941739243765
AKR1E2,Other,0.30445977615391,-0.0282556013156839
AKR7A2,Other,0.0283669203702888,-0.29270388292531
AKR7A3,Other,0.363047793765629,0.241012376321513
AKT1,Other,-0.753838404286398,-0.128384303996362
AKT1S1,Other,-0.531553135972321,0.0317514193979442
AKT2,Other,-1.91056130636592,-1.14345199647303
AKT3,Other,-1.28955185939311,0.0252996326511397
AKTIP,Other,0.368777559838931,0.365823656828398
ALAD,Other,-1.31162031788308,-1.4196010514861
ALAS1,Other,-1.30505323904839,-0.0859211750472012
ALAS2,Other,0.167623203117395,0.138250401494222
ALB,Other,0.244638745320126,-0.220057506364125
ALCAM,Other,-1.05179664904915,-1.03438644378424
